"City","Name","Category","Admission","Rating"
"Arlington","Discovery Gardens of Arlington #5486","Historical Site","$31.01","4.3"
"Corpus Christi","Liberty Monument of Corpus Christi #5487","Theme Park","$36.37","4.3"
"Plano","Frontier Preserve of Plano #5488","Landmark","$29.94","4.1"
"Laredo","Grand Hall of Laredo #5489","Nature","$49.16","4.8"
"Lubbock","Heritage Center of Lubbock #5490","Museum","$40.48","5.0"
"Garland","Victory Plaza of Garland #5491","Park","$24.97","4.1"
"Irving","Discovery Gardens of Irving #5492","Historical Site","$39.19","4.3"
"Amarillo","Liberty Monument of Amarillo #5493","Theme Park","$33.65","4.6"
"Grand Prairie","Frontier Preserve of Grand Prairie #5494","Landmark","$48.06","4.9"
"Brownsville","Grand Hall of Brownsville #5495","Nature","$22.84","4.4"
"McKinney","Heritage Center of McKinney #5496","Museum","$31.82","4.7"
"Frisco","Victory Plaza of Frisco #5497","Park","$16.11","4.1"
"Pasadena","Discovery Gardens of Pasadena #5498","Historical Site","$36.20","5.0"
"Mesquite","Liberty Monument of Mesquite #5499","Theme Park","$17.04","4.7"
"Austin","Frontier Preserve of Austin #5500","Landmark","$23.61","4.7"
"Houston","Grand Hall of Houston #5501","Nature","$35.32","4.8"
"Dallas","Heritage Center of Dallas #5502","Museum","$11.90","4.8"
"San Antonio","Victory Plaza of San Antonio #5503","Park","$48.22","4.6"
"Fort Worth","Discovery Gardens of Fort Worth #5504","Historical Site","$31.31","4.3"
"El Paso","Liberty Monument of El Paso #5505","Theme Park","$34.95","4.4"
"Arlington","Frontier Preserve of Arlington #5506","Landmark","$17.74","4.8"
"Corpus Christi","Grand Hall of Corpus Christi #5507","Nature","$2.83","4.9"
"Plano","Heritage Center of Plano #5508","Museum","$27.82","4.6"
"Laredo","Victory Plaza of Laredo #5509","Park","$14.74","4.3"
"Lubbock","Discovery Gardens of Lubbock #5510","Historical Site","$2.02","4.7"
"Garland","Liberty Monument of Garland #5511","Theme Park","$38.73","4.6"
"Irving","Frontier Preserve of Irving #5512","Landmark","$41.52","4.8"
"Amarillo","Grand Hall of Amarillo #5513","Nature","$43.25","4.4"
"Grand Prairie","Heritage Center of Grand Prairie #5514","Museum","$45.50","5.0"
"Brownsville","Victory Plaza of Brownsville #5515","Park","$14.82","4.6"
"McKinney","Discovery Gardens of McKinney #5516","Historical Site","$19.53","4.2"
"Frisco","Liberty Monument of Frisco #5517","Theme Park","$7.20","4.8"
"Pasadena","Frontier Preserve of Pasadena #5518","Landmark","$3.47","4.5"
"Mesquite","Grand Hall of Mesquite #5519","Nature","$38.74","4.3"
"Austin","Heritage Center of Austin #5520","Museum","$0.33","4.5"
"Houston","Victory Plaza of Houston #5521","Park","$16.06","4.2"
"Dallas","Discovery Gardens of Dallas #5522","Historical Site","$36.41","4.9"
"San Antonio","Liberty Monument of San Antonio #5523","Theme Park","$8.65","4.3"
"Fort Worth","Frontier Preserve of Fort Worth #5524","Landmark","$2.85","4.7"
"El Paso","Grand Hall of El Paso #5525","Nature","$29.44","5.0"
"Arlington","Heritage Center of Arlington #5526","Museum","$23.22","4.9"
"Corpus Christi","Victory Plaza of Corpus Christi #5527","Park","$18.22","4.3"
"Plano","Discovery Gardens of Plano #5528","Historical Site","$45.64","4.4"
"Laredo","Liberty Monument of Laredo #5529","Theme Park","$14.75","4.4"
"Lubbock","Frontier Preserve of Lubbock #5530","Landmark","$36.21","4.1"
"Garland","Grand Hall of Garland #5531","Nature","$47.88","4.7"
"Irving","Heritage Center of Irving #5532","Museum","$16.33","4.4"
"Amarillo","Victory Plaza of Amarillo #5533","Park","$39.48","4.9"
"Grand Prairie","Discovery Gardens of Grand Prairie #5534","Historical Site","$42.42","4.3"
"Brownsville","Liberty Monument of Brownsville #5535","Theme Park","$23.11","4.9"
"McKinney","Frontier Preserve of McKinney #5536","Landmark","$14.60","4.9"
"Frisco","Grand Hall of Frisco #5537","Nature","$20.98","5.0"
"Pasadena","Heritage Center of Pasadena #5538","Museum","$1.33","4.8"
"Mesquite","Victory Plaza of Mesquite #5539","Park","$48.80","4.1"
"Austin","Discovery Gardens of Austin #5540","Historical Site","$33.00","4.7"
"Houston","Liberty Monument of Houston #5541","Theme Park","$47.07","4.2"
"Dallas","Frontier Preserve of Dallas #5542","Landmark","$48.91","4.1"
"San Antonio","Grand Hall of San Antonio #5543","Nature","$43.75","4.8"
"Fort Worth","Heritage Center of Fort Worth #5544","Museum","$1.18","4.5"
"El Paso","Victory Plaza of El Paso #5545","Park","$26.55","4.6"
"Arlington","Discovery Gardens of Arlington #5546","Historical Site","$11.34","4.1"
"Corpus Christi","Liberty Monument of Corpus Christi #5547","Theme Park","$36.55","4.6"
"Plano","Frontier Preserve of Plano #5548","Landmark","$48.68","4.5"
"Laredo","Grand Hall of Laredo #5549","Nature","$35.32","4.2"
"Lubbock","Heritage Center of Lubbock #5550","Museum","$42.39","4.1"
"Garland","Victory Plaza of Garland #5551","Park","$32.36","4.4"
"Irving","Discovery Gardens of Irving #5552","Historical Site","$42.38","4.4"
"Amarillo","Liberty Monument of Amarillo #5553","Theme Park","$2.47","4.1"
"Grand Prairie","Frontier Preserve of Grand Prairie #5554","Landmark","$39.06","4.3"
"Brownsville","Grand Hall of Brownsville #5555","Nature","$14.93","4.9"
"McKinney","Heritage Center of McKinney #5556","Museum","$7.91","4.4"
"Frisco","Victory Plaza of Frisco #5557","Park","$19.50","4.5"
"Pasadena","Discovery Gardens of Pasadena #5558","Historical Site","$11.74","4.5"
"Mesquite","Liberty Monument of Mesquite #5559","Theme Park","$46.20","4.3"
"Austin","Frontier Preserve of Austin #5560","Landmark","$8.57","4.8"
"Houston","Grand Hall of Houston #5561","Nature","$20.54","5.0"
"Dallas","Heritage Center of Dallas #5562","Museum","$1.04","4.8"
"San Antonio","Victory Plaza of San Antonio #5563","Park","$28.56","4.5"
"Fort Worth","Discovery Gardens of Fort Worth #5564","Historical Site","$28.75","4.8"
"El Paso","Liberty Monument of El Paso #5565","Theme Park","$31.22","4.4"
"Arlington","Frontier Preserve of Arlington #5566","Landmark","$49.16","4.7"
"Corpus Christi","Grand Hall of Corpus Christi #5567","Nature","$16.28","4.3"
"Plano","Heritage Center of Plano #5568","Museum","$22.62","4.5"
"Laredo","Victory Plaza of Laredo #5569","Park","$28.39","4.4"
"Lubbock","Discovery Gardens of Lubbock #5570","Historical Site","$3.97","4.9"
"Garland","Liberty Monument of Garland #5571","Theme Park","$5.63","4.7"
"Irving","Frontier Preserve of Irving #5572","Landmark","$7.40","4.3"
"Amarillo","Grand Hall of Amarillo #5573","Nature","$6.04","4.0"
"Grand Prairie","Heritage Center of Grand Prairie #5574","Museum","$39.68","4.7"
"Brownsville","Victory Plaza of Brownsville #5575","Park","$24.39","4.3"
"McKinney","Discovery Gardens of McKinney #5576","Historical Site","$45.53","4.9"
"Frisco","Liberty Monument of Frisco #5577","Theme Park","$48.66","4.6"
"Pasadena","Frontier Preserve of Pasadena #5578","Landmark","$13.44","4.0"
"Mesquite","Grand Hall of Mesquite #5579","Nature","$34.46","4.2"
"Austin","Heritage Center of Austin #5580","Museum","$35.86","4.0"
"Houston","Victory Plaza of Houston #5581","Park","$6.04","4.0"
"Dallas","Discovery Gardens of Dallas #5582","Historical Site","$5.61","4.9"
"San Antonio","Liberty Monument of San Antonio #5583","Theme Park","$39.64","4.6"
"Fort Worth","Frontier Preserve of Fort Worth #5584","Landmark","$26.40","4.9"
"El Paso","Grand Hall of El Paso #5585","Nature","$6.66","4.2"
"Arlington","Heritage Center of Arlington #5586","Museum","$15.70","4.7"
"Corpus Christi","Victory Plaza of Corpus Christi #5587","Park","$6.41","4.6"
"Plano","Discovery Gardens of Plano #5588","Historical Site","$49.23","4.2"
"Laredo","Liberty Monument of Laredo #5589","Theme Park","$29.01","4.8"
"Lubbock","Frontier Preserve of Lubbock #5590","Landmark","$22.78","4.7"
"Garland","Grand Hall of Garland #5591","Nature","$12.31","4.2"
"Irving","Heritage Center of Irving #5592","Museum","$3.75","4.3"
"Amarillo","Victory Plaza of Amarillo #5593","Park","$21.60","4.6"
"Grand Prairie","Discovery Gardens of Grand Prairie #5594","Historical Site","$35.72","4.9"
"Brownsville","Liberty Monument of Brownsville #5595","Theme Park","$35.29","4.2"
"McKinney","Frontier Preserve of McKinney #5596","Landmark","$39.01","4.3"
"Frisco","Grand Hall of Frisco #5597","Nature","$27.23","4.3"
"Pasadena","Heritage Center of Pasadena #5598","Museum","$21.21","4.3"
"Mesquite","Victory Plaza of Mesquite #5599","Park","$21.08","4.8"
"Austin","Discovery Gardens of Austin #5600","Historical Site","$49.16","4.2"
"Houston","Liberty Monument of Houston #5601","Theme Park","$29.23","4.8"
"Dallas","Frontier Preserve of Dallas #5602","Landmark","$14.66","4.3"
"San Antonio","Grand Hall of San Antonio #5603","Nature","$19.37","4.9"
"Fort Worth","Heritage Center of Fort Worth #5604","Museum","$46.59","4.3"
"El Paso","Victory Plaza of El Paso #5605","Park","$2.10","4.2"
"Arlington","Discovery Gardens of Arlington #5606","Historical Site","$34.13","4.8"
"Corpus Christi","Liberty Monument of Corpus Christi #5607","Theme Park","$29.73","4.7"
"Plano","Frontier Preserve of Plano #5608","Landmark","$16.00","4.8"
"Laredo","Grand Hall of Laredo #5609","Nature","$37.26","4.2"
"Lubbock","Heritage Center of Lubbock #5610","Museum","$6.42","4.9"
"Garland","Victory Plaza of Garland #5611","Park","$24.35","4.1"
"Irving","Discovery Gardens of Irving #5612","Historical Site","$42.89","4.9"
"Amarillo","Liberty Monument of Amarillo #5613","Theme Park","$9.67","4.3"
"Grand Prairie","Frontier Preserve of Grand Prairie #5614","Landmark","$5.26","4.5"
"Brownsville","Grand Hall of Brownsville #5615","Nature","$20.52","4.2"
"McKinney","Heritage Center of McKinney #5616","Museum","$15.40","4.6"
"Frisco","Victory Plaza of Frisco #5617","Park","$23.12","4.2"
"Pasadena","Discovery Gardens of Pasadena #5618","Historical Site","$1.27","4.0"
"Mesquite","Liberty Monument of Mesquite #5619","Theme Park","$8.10","4.8"
"Austin","Frontier Preserve of Austin #5620","Landmark","$46.59","4.2"
"Houston","Grand Hall of Houston #5621","Nature","$2.01","4.4"
"Dallas","Heritage Center of Dallas #5622","Museum","$1.20","5.0"
"San Antonio","Victory Plaza of San Antonio #5623","Park","$29.02","4.9"
"Fort Worth","Discovery Gardens of Fort Worth #5624","Historical Site","$10.63","4.8"
"El Paso","Liberty Monument of El Paso #5625","Theme Park","$19.01","4.4"
"Arlington","Frontier Preserve of Arlington #5626","Landmark","$41.77","4.4"
"Corpus Christi","Grand Hall of Corpus Christi #5627","Nature","$24.30","4.1"
"Plano","Heritage Center of Plano #5628","Museum","$8.69","4.6"
"Laredo","Victory Plaza of Laredo #5629","Park","$32.72","4.9"
"Lubbock","Discovery Gardens of Lubbock #5630","Historical Site","$20.22","4.4"
"Garland","Liberty Monument of Garland #5631","Theme Park","$26.57","4.1"
"Irving","Frontier Preserve of Irving #5632","Landmark","$40.89","4.6"
"Amarillo","Grand Hall of Amarillo #5633","Nature","$40.48","4.7"
"Grand Prairie","Heritage Center of Grand Prairie #5634","Museum","$48.55","4.9"
"Brownsville","Victory Plaza of Brownsville #5635","Park","$22.94","4.8"
"McKinney","Discovery Gardens of McKinney #5636","Historical Site","$3.03","4.6"
"Frisco","Liberty Monument of Frisco #5637","Theme Park","$38.99","4.0"
"Pasadena","Frontier Preserve of Pasadena #5638","Landmark","$18.91","4.3"
"Mesquite","Grand Hall of Mesquite #5639","Nature","$28.55","4.9"
"Austin","Heritage Center of Austin #5640","Museum","$37.96","4.8"
"Houston","Victory Plaza of Houston #5641","Park","$40.57","4.1"
"Dallas","Discovery Gardens of Dallas #5642","Historical Site","$25.33","4.3"
"San Antonio","Liberty Monument of San Antonio #5643","Theme Park","$31.10","4.8"
"Fort Worth","Frontier Preserve of Fort Worth #5644","Landmark","$15.32","4.9"
"El Paso","Grand Hall of El Paso #5645","Nature","$21.15","4.6"
"Arlington","Heritage Center of Arlington #5646","Museum","$34.30","4.8"
"Corpus Christi","Victory Plaza of Corpus Christi #5647","Park","$8.42","4.5"
"Plano","Discovery Gardens of Plano #5648","Historical Site","$3.77","4.9"
"Laredo","Liberty Monument of Laredo #5649","Theme Park","$30.40","4.6"
"Lubbock","Frontier Preserve of Lubbock #5650","Landmark","$47.00","4.6"
"Garland","Grand Hall of Garland #5651","Nature","$44.16","4.5"
"Irving","Heritage Center of Irving #5652","Museum","$37.21","4.3"
"Amarillo","Victory Plaza of Amarillo #5653","Park","$18.35","4.5"
"Grand Prairie","Discovery Gardens of Grand Prairie #5654","Historical Site","$25.36","4.9"
"Brownsville","Liberty Monument of Brownsville #5655","Theme Park","$19.81","4.2"
"McKinney","Frontier Preserve of McKinney #5656","Landmark","$38.89","4.3"
"Frisco","Grand Hall of Frisco #5657","Nature","$11.47","4.8"
"Pasadena","Heritage Center of Pasadena #5658","Museum","$17.87","5.0"
"Mesquite","Victory Plaza of Mesquite #5659","Park","$6.75","4.3"
"Austin","Discovery Gardens of Austin #5660","Historical Site","$22.86","4.4"
"Houston","Liberty Monument of Houston #5661","Theme Park","$15.24","4.4"
"Dallas","Frontier Preserve of Dallas #5662","Landmark","$22.68","4.9"
"San Antonio","Grand Hall of San Antonio #5663","Nature","$25.97","4.1"
"Fort Worth","Heritage Center of Fort Worth #5664","Museum","$9.64","4.2"
"El Paso","Victory Plaza of El Paso #5665","Park","$17.08","4.4"
"Arlington","Discovery Gardens of Arlington #5666","Historical Site","$13.41","4.0"
"Corpus Christi","Liberty Monument of Corpus Christi #5667","Theme Park","$1.44","4.3"
"Plano","Frontier Preserve of Plano #5668","Landmark","$5.20","4.7"
"Laredo","Grand Hall of Laredo #5669","Nature","$4.45","4.6"
"Lubbock","Heritage Center of Lubbock #5670","Museum","$41.54","4.3"
"Garland","Victory Plaza of Garland #5671","Park","$27.59","4.3"
"Irving","Discovery Gardens of Irving #5672","Historical Site","$10.87","4.4"
"Amarillo","Liberty Monument of Amarillo #5673","Theme Park","$7.45","4.7"
"Grand Prairie","Frontier Preserve of Grand Prairie #5674","Landmark","$40.15","4.2"
"Brownsville","Grand Hall of Brownsville #5675","Nature","$8.71","4.2"
"McKinney","Heritage Center of McKinney #5676","Museum","$33.39","4.2"
"Frisco","Victory Plaza of Frisco #5677","Park","$35.69","4.8"
"Pasadena","Discovery Gardens of Pasadena #5678","Historical Site","$22.54","4.7"
"Mesquite","Liberty Monument of Mesquite #5679","Theme Park","$12.04","4.4"
"Austin","Frontier Preserve of Austin #5680","Landmark","$35.66","4.7"
"Houston","Grand Hall of Houston #5681","Nature","$7.00","4.2"
"Dallas","Heritage Center of Dallas #5682","Museum","$5.02","4.3"
"San Antonio","Victory Plaza of San Antonio #5683","Park","$26.37","4.8"
"Fort Worth","Discovery Gardens of Fort Worth #5684","Historical Site","$16.35","4.6"
"El Paso","Liberty Monument of El Paso #5685","Theme Park","$12.98","4.3"
"Arlington","Frontier Preserve of Arlington #5686","Landmark","$13.08","4.9"
"Corpus Christi","Grand Hall of Corpus Christi #5687","Nature","$14.61","4.2"
"Plano","Heritage Center of Plano #5688","Museum","$43.55","4.3"
"Laredo","Victory Plaza of Laredo #5689","Park","$48.38","4.3"
"Lubbock","Discovery Gardens of Lubbock #5690","Historical Site","$17.43","4.5"
"Garland","Liberty Monument of Garland #5691","Theme Park","$20.67","4.3"
"Irving","Frontier Preserve of Irving #5692","Landmark","$31.15","4.7"
"Amarillo","Grand Hall of Amarillo #5693","Nature","$12.22","4.2"
"Grand Prairie","Heritage Center of Grand Prairie #5694","Museum","$33.06","4.1"
"Brownsville","Victory Plaza of Brownsville #5695","Park","$6.82","4.6"
"McKinney","Discovery Gardens of McKinney #5696","Historical Site","$27.24","4.2"
"Frisco","Liberty Monument of Frisco #5697","Theme Park","$28.34","4.8"
"Pasadena","Frontier Preserve of Pasadena #5698","Landmark","$45.80","5.0"
"Mesquite","Grand Hall of Mesquite #5699","Nature","$17.78","5.0"
"Austin","Heritage Center of Austin #5700","Museum","$14.49","4.2"
"Houston","Victory Plaza of Houston #5701","Park","$20.50","4.6"
"Dallas","Discovery Gardens of Dallas #5702","Historical Site","$13.21","4.5"
"San Antonio","Liberty Monument of San Antonio #5703","Theme Park","$9.97","4.4"
"Fort Worth","Frontier Preserve of Fort Worth #5704","Landmark","$2.10","4.2"
"El Paso","Grand Hall of El Paso #5705","Nature","$46.75","4.8"
"Arlington","Heritage Center of Arlington #5706","Museum","$19.81","4.4"
"Corpus Christi","Victory Plaza of Corpus Christi #5707","Park","$43.05","4.5"
"Plano","Discovery Gardens of Plano #5708","Historical Site","$6.26","4.7"
"Laredo","Liberty Monument of Laredo #5709","Theme Park","$4.24","4.4"
"Lubbock","Frontier Preserve of Lubbock #5710","Landmark","$13.07","4.3"
"Garland","Grand Hall of Garland #5711","Nature","$8.08","5.0"
"Irving","Heritage Center of Irving #5712","Museum","$47.17","4.9"
"Amarillo","Victory Plaza of Amarillo #5713","Park","$44.17","5.0"
"Grand Prairie","Discovery Gardens of Grand Prairie #5714","Historical Site","$20.18","4.5"
"Brownsville","Liberty Monument of Brownsville #5715","Theme Park","$3.76","5.0"
"McKinney","Frontier Preserve of McKinney #5716","Landmark","$11.40","4.0"
"Frisco","Grand Hall of Frisco #5717","Nature","$30.88","4.5"
"Pasadena","Heritage Center of Pasadena #5718","Museum","$13.75","4.2"
"Mesquite","Victory Plaza of Mesquite #5719","Park","$26.99","4.8"
"Austin","Discovery Gardens of Austin #5720","Historical Site","$36.98","4.0"
"Houston","Liberty Monument of Houston #5721","Theme Park","$13.65","4.2"
"Dallas","Frontier Preserve of Dallas #5722","Landmark","$44.53","5.0"
"San Antonio","Grand Hall of San Antonio #5723","Nature","$20.35","5.0"
"Fort Worth","Heritage Center of Fort Worth #5724","Museum","$36.33","4.1"
"El Paso","Victory Plaza of El Paso #5725","Park","$25.27","4.6"
"Arlington","Discovery Gardens of Arlington #5726","Historical Site","$15.71","4.0"
"Corpus Christi","Liberty Monument of Corpus Christi #5727","Theme Park","$26.94","4.4"
"Plano","Frontier Preserve of Plano #5728","Landmark","$24.82","4.3"
"Laredo","Grand Hall of Laredo #5729","Nature","$21.50","4.4"
"Lubbock","Heritage Center of Lubbock #5730","Museum","$41.72","4.9"
"Garland","Victory Plaza of Garland #5731","Park","$19.26","4.7"
"Irving","Discovery Gardens of Irving #5732","Historical Site","$15.36","4.6"
"Amarillo","Liberty Monument of Amarillo #5733","Theme Park","$5.20","4.6"
"Grand Prairie","Frontier Preserve of Grand Prairie #5734","Landmark","$32.68","4.2"
"Brownsville","Grand Hall of Brownsville #5735","Nature","$36.54","4.3"
"McKinney","Heritage Center of McKinney #5736","Museum","$28.18","4.2"
"Frisco","Victory Plaza of Frisco #5737","Park","$7.55","4.9"
"Pasadena","Discovery Gardens of Pasadena #5738","Historical Site","$28.97","4.9"
"Mesquite","Liberty Monument of Mesquite #5739","Theme Park","$23.21","4.3"
"Austin","Frontier Preserve of Austin #5740","Landmark","$26.30","4.9"
"Houston","Grand Hall of Houston #5741","Nature","$5.28","4.3"
"Dallas","Heritage Center of Dallas #5742","Museum","$1.85","4.1"
"San Antonio","Victory Plaza of San Antonio #5743","Park","$9.38","4.7"
"Fort Worth","Discovery Gardens of Fort Worth #5744","Historical Site","$9.68","4.5"
"El Paso","Liberty Monument of El Paso #5745","Theme Park","$48.58","4.1"
"Arlington","Frontier Preserve of Arlington #5746","Landmark","$9.23","4.0"
"Corpus Christi","Grand Hall of Corpus Christi #5747","Nature","$34.11","4.3"
"Plano","Heritage Center of Plano #5748","Museum","$28.76","4.7"
"Laredo","Victory Plaza of Laredo #5749","Park","$22.17","4.4"
"Lubbock","Discovery Gardens of Lubbock #5750","Historical Site","$10.30","4.5"
"Garland","Liberty Monument of Garland #5751","Theme Park","$9.42","4.7"
"Irving","Frontier Preserve of Irving #5752","Landmark","$17.39","4.6"
"Amarillo","Grand Hall of Amarillo #5753","Nature","$29.30","4.3"
"Grand Prairie","Heritage Center of Grand Prairie #5754","Museum","$6.17","4.9"
"Brownsville","Victory Plaza of Brownsville #5755","Park","$34.73","5.0"
"McKinney","Discovery Gardens of McKinney #5756","Historical Site","$5.42","4.6"
"Frisco","Liberty Monument of Frisco #5757","Theme Park","$2.11","4.9"
"Pasadena","Frontier Preserve of Pasadena #5758","Landmark","$9.13","4.6"
"Mesquite","Grand Hall of Mesquite #5759","Nature","$25.22","4.6"
"Austin","Heritage Center of Austin #5760","Museum","$34.30","4.1"
"Houston","Victory Plaza of Houston #5761","Park","$33.48","4.8"
"Dallas","Discovery Gardens of Dallas #5762","Historical Site","$31.63","4.8"
"San Antonio","Liberty Monument of San Antonio #5763","Theme Park","$4.24","4.9"
"Fort Worth","Frontier Preserve of Fort Worth #5764","Landmark","$32.14","4.2"
"El Paso","Grand Hall of El Paso #5765","Nature","$0.47","4.6"
"Arlington","Heritage Center of Arlington #5766","Museum","$33.09","4.1"
"Corpus Christi","Victory Plaza of Corpus Christi #5767","Park","$23.59","4.4"
"Plano","Discovery Gardens of Plano #5768","Historical Site","$33.19","4.1"
"Laredo","Liberty Monument of Laredo #5769","Theme Park","$31.89","4.1"
"Lubbock","Frontier Preserve of Lubbock #5770","Landmark","$36.71","4.6"
"Garland","Grand Hall of Garland #5771","Nature","$2.35","4.5"
"Irving","Heritage Center of Irving #5772","Museum","$38.48","4.5"
"Amarillo","Victory Plaza of Amarillo #5773","Park","$18.92","4.1"
"Grand Prairie","Discovery Gardens of Grand Prairie #5774","Historical Site","$32.05","4.0"
"Brownsville","Liberty Monument of Brownsville #5775","Theme Park","$32.48","5.0"
"McKinney","Frontier Preserve of McKinney #5776","Landmark","$42.29","4.8"
"Frisco","Grand Hall of Frisco #5777","Nature","$36.50","4.6"
"Pasadena","Heritage Center of Pasadena #5778","Museum","$16.09","4.7"
"Mesquite","Victory Plaza of Mesquite #5779","Park","$36.49","4.2"
"Austin","Discovery Gardens of Austin #5780","Historical Site","$31.72","4.4"
"Houston","Liberty Monument of Houston #5781","Theme Park","$33.00","4.2"
"Dallas","Frontier Preserve of Dallas #5782","Landmark","$8.54","4.9"
"San Antonio","Grand Hall of San Antonio #5783","Nature","$14.52","4.1"
"Fort Worth","Heritage Center of Fort Worth #5784","Museum","$27.37","4.7"
"El Paso","Victory Plaza of El Paso #5785","Park","$40.09","4.3"
"Arlington","Discovery Gardens of Arlington #5786","Historical Site","$27.32","4.1"
"Corpus Christi","Liberty Monument of Corpus Christi #5787","Theme Park","$44.15","4.7"
"Plano","Frontier Preserve of Plano #5788","Landmark","$45.38","4.2"
"Laredo","Grand Hall of Laredo #5789","Nature","$11.10","4.1"
"Lubbock","Heritage Center of Lubbock #5790","Museum","$20.57","4.7"
"Garland","Victory Plaza of Garland #5791","Park","$22.09","4.5"
"Irving","Discovery Gardens of Irving #5792","Historical Site","$4.92","4.5"
"Amarillo","Liberty Monument of Amarillo #5793","Theme Park","$35.68","4.7"
"Grand Prairie","Frontier Preserve of Grand Prairie #5794","Landmark","$8.59","4.9"
"Brownsville","Grand Hall of Brownsville #5795","Nature","$40.09","4.7"
"McKinney","Heritage Center of McKinney #5796","Museum","$23.65","4.6"
"Frisco","Victory Plaza of Frisco #5797","Park","$17.92","4.5"
"Pasadena","Discovery Gardens of Pasadena #5798","Historical Site","$26.27","4.6"
"Mesquite","Liberty Monument of Mesquite #5799","Theme Park","$4.47","4.4"
"Austin","Frontier Preserve of Austin #5800","Landmark","$26.19","4.2"
"Houston","Grand Hall of Houston #5801","Nature","$1.87","4.2"
"Dallas","Heritage Center of Dallas #5802","Museum","$36.80","4.5"
"San Antonio","Victory Plaza of San Antonio #5803","Park","$28.27","4.4"
"Fort Worth","Discovery Gardens of Fort Worth #5804","Historical Site","$6.13","4.4"
"El Paso","Liberty Monument of El Paso #5805","Theme Park","$17.98","4.3"
"Arlington","Frontier Preserve of Arlington #5806","Landmark","$17.87","4.1"
"Corpus Christi","Grand Hall of Corpus Christi #5807","Nature","$7.99","4.1"
"Plano","Heritage Center of Plano #5808","Museum","$6.82","4.8"
"Laredo","Victory Plaza of Laredo #5809","Park","$23.40","4.9"
"Lubbock","Discovery Gardens of Lubbock #5810","Historical Site","$30.82","4.1"
"Garland","Liberty Monument of Garland #5811","Theme Park","$4.77","4.5"
"Irving","Frontier Preserve of Irving #5812","Landmark","$31.86","4.6"
"Amarillo","Grand Hall of Amarillo #5813","Nature","$40.81","4.9"
"Grand Prairie","Heritage Center of Grand Prairie #5814","Museum","$2.42","4.4"
"Brownsville","Victory Plaza of Brownsville #5815","Park","$46.75","4.5"
"McKinney","Discovery Gardens of McKinney #5816","Historical Site","$13.49","4.5"
"Frisco","Liberty Monument of Frisco #5817","Theme Park","$34.31","4.3"
"Pasadena","Frontier Preserve of Pasadena #5818","Landmark","$28.05","4.3"
"Mesquite","Grand Hall of Mesquite #5819","Nature","$28.81","4.6"
"Austin","Heritage Center of Austin #5820","Museum","$36.09","4.9"
"Houston","Victory Plaza of Houston #5821","Park","$37.07","5.0"
"Dallas","Discovery Gardens of Dallas #5822","Historical Site","$25.45","4.2"
"San Antonio","Liberty Monument of San Antonio #5823","Theme Park","$8.91","4.5"
"Fort Worth","Frontier Preserve of Fort Worth #5824","Landmark","$47.25","4.4"
"El Paso","Grand Hall of El Paso #5825","Nature","$24.61","4.6"
"Arlington","Heritage Center of Arlington #5826","Museum","$37.49","4.4"
"Corpus Christi","Victory Plaza of Corpus Christi #5827","Park","$46.51","4.3"
"Plano","Discovery Gardens of Plano #5828","Historical Site","$28.32","4.5"
"Laredo","Liberty Monument of Laredo #5829","Theme Park","$20.53","5.0"
"Lubbock","Frontier Preserve of Lubbock #5830","Landmark","$7.08","4.9"
"Garland","Grand Hall of Garland #5831","Nature","$24.73","4.0"
"Irving","Heritage Center of Irving #5832","Museum","$21.30","4.7"
"Amarillo","Victory Plaza of Amarillo #5833","Park","$25.17","4.1"
"Grand Prairie","Discovery Gardens of Grand Prairie #5834","Historical Site","$4.37","4.2"
"Brownsville","Liberty Monument of Brownsville #5835","Theme Park","$48.13","4.5"
"McKinney","Frontier Preserve of McKinney #5836","Landmark","$23.46","4.1"
"Frisco","Grand Hall of Frisco #5837","Nature","$11.25","4.7"
"Pasadena","Heritage Center of Pasadena #5838","Museum","$23.19","4.9"
"Mesquite","Victory Plaza of Mesquite #5839","Park","$28.34","4.7"
"Austin","Discovery Gardens of Austin #5840","Historical Site","$20.00","4.7"
"Houston","Liberty Monument of Houston #5841","Theme Park","$16.21","4.6"
"Dallas","Frontier Preserve of Dallas #5842","Landmark","$36.45","4.5"
"San Antonio","Grand Hall of San Antonio #5843","Nature","$17.51","4.2"
"Fort Worth","Heritage Center of Fort Worth #5844","Museum","$41.90","4.1"
"El Paso","Victory Plaza of El Paso #5845","Park","$0.63","5.0"
"Arlington","Discovery Gardens of Arlington #5846","Historical Site","$4.29","4.2"
"Corpus Christi","Liberty Monument of Corpus Christi #5847","Theme Park","$13.50","4.9"
"Plano","Frontier Preserve of Plano #5848","Landmark","$21.36","4.5"
"Laredo","Grand Hall of Laredo #5849","Nature","$2.48","4.6"
"Lubbock","Heritage Center of Lubbock #5850","Museum","$26.96","4.3"
"Garland","Victory Plaza of Garland #5851","Park","$49.01","4.2"
"Irving","Discovery Gardens of Irving #5852","Historical Site","$27.78","4.1"
"Amarillo","Liberty Monument of Amarillo #5853","Theme Park","$11.92","4.9"
"Grand Prairie","Frontier Preserve of Grand Prairie #5854","Landmark","$47.23","4.8"
"Brownsville","Grand Hall of Brownsville #5855","Nature","$7.25","4.5"
"McKinney","Heritage Center of McKinney #5856","Museum","$43.42","4.2"
"Frisco","Victory Plaza of Frisco #5857","Park","$3.82","4.4"
