"City","Name","Category","Price","Rating"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #4534","Southern","$$$","4.3"
"Brownsville","Pecos Table of Brownsville #4535","Bistro","$$$$","4.3"
"McKinney","Lone Star Pit of McKinney #4536","BBQ","$","4.9"
"Frisco","Big Tex Grill of Frisco #4537","Tex-Mex","$$","3.8"
"Pasadena","Blue Bonnet Kitchen of Pasadena #4538","Steakhouse","$$$","4.1"
"Mesquite","Yellow Rose Taqueria of Mesquite #4539","Seafood","$$$$","4.9"
"Austin","Alamo Smokehouse of Austin #4540","Southern","$","4.4"
"Houston","Pecos Table of Houston #4541","Bistro","$$","4.5"
"Dallas","Lone Star Pit of Dallas #4542","BBQ","$$$","3.8"
"San Antonio","Big Tex Grill of San Antonio #4543","Tex-Mex","$$$$","4.0"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #4544","Steakhouse","$","3.5"
"El Paso","Yellow Rose Taqueria of El Paso #4545","Seafood","$$","4.3"
"Arlington","Alamo Smokehouse of Arlington #4546","Southern","$$$","4.3"
"Corpus Christi","Pecos Table of Corpus Christi #4547","Bistro","$$$$","3.8"
"Plano","Lone Star Pit of Plano #4548","BBQ","$","4.2"
"Laredo","Big Tex Grill of Laredo #4549","Tex-Mex","$$","4.2"
"Lubbock","Blue Bonnet Kitchen of Lubbock #4550","Steakhouse","$$$","4.5"
"Garland","Yellow Rose Taqueria of Garland #4551","Seafood","$$$$","4.5"
"Irving","Alamo Smokehouse of Irving #4552","Southern","$","3.5"
"Amarillo","Pecos Table of Amarillo #4553","Bistro","$$","4.9"
"Grand Prairie","Lone Star Pit of Grand Prairie #4554","BBQ","$$$","4.0"
"Brownsville","Big Tex Grill of Brownsville #4555","Tex-Mex","$$$$","3.5"
"McKinney","Blue Bonnet Kitchen of McKinney #4556","Steakhouse","$","4.5"
"Frisco","Yellow Rose Taqueria of Frisco #4557","Seafood","$$","3.6"
"Pasadena","Alamo Smokehouse of Pasadena #4558","Southern","$$$","4.3"
"Mesquite","Pecos Table of Mesquite #4559","Bistro","$$$$","4.8"
"Austin","Lone Star Pit of Austin #4560","BBQ","$","4.5"
"Houston","Big Tex Grill of Houston #4561","Tex-Mex","$$","4.0"
"Dallas","Blue Bonnet Kitchen of Dallas #4562","Steakhouse","$$$","3.7"
"San Antonio","Yellow Rose Taqueria of San Antonio #4563","Seafood","$$$$","4.4"
"Fort Worth","Alamo Smokehouse of Fort Worth #4564","Southern","$","3.8"
"El Paso","Pecos Table of El Paso #4565","Bistro","$$","3.6"
"Arlington","Lone Star Pit of Arlington #4566","BBQ","$$$","4.0"
"Corpus Christi","Big Tex Grill of Corpus Christi #4567","Tex-Mex","$$$$","4.2"
"Plano","Blue Bonnet Kitchen of Plano #4568","Steakhouse","$","4.8"
"Laredo","Yellow Rose Taqueria of Laredo #4569","Seafood","$$","3.7"
"Lubbock","Alamo Smokehouse of Lubbock #4570","Southern","$$$","3.6"
"Garland","Pecos Table of Garland #4571","Bistro","$$$$","4.2"
"Irving","Lone Star Pit of Irving #4572","BBQ","$","4.8"
"Amarillo","Big Tex Grill of Amarillo #4573","Tex-Mex","$$","4.3"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #4574","Steakhouse","$$$","4.7"
"Brownsville","Yellow Rose Taqueria of Brownsville #4575","Seafood","$$$$","4.5"
"McKinney","Alamo Smokehouse of McKinney #4576","Southern","$","4.5"
"Frisco","Pecos Table of Frisco #4577","Bistro","$$","4.6"
"Pasadena","Lone Star Pit of Pasadena #4578","BBQ","$$$","3.9"
"Mesquite","Big Tex Grill of Mesquite #4579","Tex-Mex","$$$$","4.0"
"Austin","Blue Bonnet Kitchen of Austin #4580","Steakhouse","$","3.8"
"Houston","Yellow Rose Taqueria of Houston #4581","Seafood","$$","4.8"
"Dallas","Alamo Smokehouse of Dallas #4582","Southern","$$$","4.3"
"San Antonio","Pecos Table of San Antonio #4583","Bistro","$$$$","3.8"
"Fort Worth","Lone Star Pit of Fort Worth #4584","BBQ","$","4.1"
"El Paso","Big Tex Grill of El Paso #4585","Tex-Mex","$$","4.5"
"Arlington","Blue Bonnet Kitchen of Arlington #4586","Steakhouse","$$$","3.9"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #4587","Seafood","$$$$","3.5"
"Plano","Alamo Smokehouse of Plano #4588","Southern","$","4.0"
"Laredo","Pecos Table of Laredo #4589","Bistro","$$","3.5"
"Lubbock","Lone Star Pit of Lubbock #4590","BBQ","$$$","3.7"
"Garland","Big Tex Grill of Garland #4591","Tex-Mex","$$$$","3.6"
"Irving","Blue Bonnet Kitchen of Irving #4592","Steakhouse","$","3.7"
"Amarillo","Yellow Rose Taqueria of Amarillo #4593","Seafood","$$","4.4"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #4594","Southern","$$$","3.7"
"Brownsville","Pecos Table of Brownsville #4595","Bistro","$$$$","4.0"
"McKinney","Lone Star Pit of McKinney #4596","BBQ","$","4.0"
"Frisco","Big Tex Grill of Frisco #4597","Tex-Mex","$$","4.5"
"Pasadena","Blue Bonnet Kitchen of Pasadena #4598","Steakhouse","$$$","4.8"
"Mesquite","Yellow Rose Taqueria of Mesquite #4599","Seafood","$$$$","4.9"
"Austin","Alamo Smokehouse of Austin #4600","Southern","$","3.5"
"Houston","Pecos Table of Houston #4601","Bistro","$$","4.7"
"Dallas","Lone Star Pit of Dallas #4602","BBQ","$$$","3.7"
"San Antonio","Big Tex Grill of San Antonio #4603","Tex-Mex","$$$$","4.9"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #4604","Steakhouse","$","3.6"
"El Paso","Yellow Rose Taqueria of El Paso #4605","Seafood","$$","4.7"
"Arlington","Alamo Smokehouse of Arlington #4606","Southern","$$$","4.3"
"Corpus Christi","Pecos Table of Corpus Christi #4607","Bistro","$$$$","3.7"
"Plano","Lone Star Pit of Plano #4608","BBQ","$","3.5"
"Laredo","Big Tex Grill of Laredo #4609","Tex-Mex","$$","3.7"
"Lubbock","Blue Bonnet Kitchen of Lubbock #4610","Steakhouse","$$$","4.6"
"Garland","Yellow Rose Taqueria of Garland #4611","Seafood","$$$$","3.7"
"Irving","Alamo Smokehouse of Irving #4612","Southern","$","3.9"
"Amarillo","Pecos Table of Amarillo #4613","Bistro","$$","4.8"
"Grand Prairie","Lone Star Pit of Grand Prairie #4614","BBQ","$$$","4.2"
"Brownsville","Big Tex Grill of Brownsville #4615","Tex-Mex","$$$$","4.8"
"McKinney","Blue Bonnet Kitchen of McKinney #4616","Steakhouse","$","4.6"
"Frisco","Yellow Rose Taqueria of Frisco #4617","Seafood","$$","4.5"
"Pasadena","Alamo Smokehouse of Pasadena #4618","Southern","$$$","4.4"
"Mesquite","Pecos Table of Mesquite #4619","Bistro","$$$$","3.7"
"Austin","Lone Star Pit of Austin #4620","BBQ","$","3.5"
"Houston","Big Tex Grill of Houston #4621","Tex-Mex","$$","4.1"
"Dallas","Blue Bonnet Kitchen of Dallas #4622","Steakhouse","$$$","4.8"
"San Antonio","Yellow Rose Taqueria of San Antonio #4623","Seafood","$$$$","4.9"
"Fort Worth","Alamo Smokehouse of Fort Worth #4624","Southern","$","3.6"
"El Paso","Pecos Table of El Paso #4625","Bistro","$$","3.9"
"Arlington","Lone Star Pit of Arlington #4626","BBQ","$$$","4.9"
"Corpus Christi","Big Tex Grill of Corpus Christi #4627","Tex-Mex","$$$$","4.5"
"Plano","Blue Bonnet Kitchen of Plano #4628","Steakhouse","$","3.6"
"Laredo","Yellow Rose Taqueria of Laredo #4629","Seafood","$$","4.7"
"Lubbock","Alamo Smokehouse of Lubbock #4630","Southern","$$$","4.1"
"Garland","Pecos Table of Garland #4631","Bistro","$$$$","4.7"
"Irving","Lone Star Pit of Irving #4632","BBQ","$","4.3"
"Amarillo","Big Tex Grill of Amarillo #4633","Tex-Mex","$$","4.7"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #4634","Steakhouse","$$$","4.8"
"Brownsville","Yellow Rose Taqueria of Brownsville #4635","Seafood","$$$$","3.7"
"McKinney","Alamo Smokehouse of McKinney #4636","Southern","$","4.9"
"Frisco","Pecos Table of Frisco #4637","Bistro","$$","4.2"
"Pasadena","Lone Star Pit of Pasadena #4638","BBQ","$$$","4.3"
"Mesquite","Big Tex Grill of Mesquite #4639","Tex-Mex","$$$$","3.9"
"Austin","Blue Bonnet Kitchen of Austin #4640","Steakhouse","$","3.6"
"Houston","Yellow Rose Taqueria of Houston #4641","Seafood","$$","4.1"
"Dallas","Alamo Smokehouse of Dallas #4642","Southern","$$$","3.5"
"San Antonio","Pecos Table of San Antonio #4643","Bistro","$$$$","3.7"
"Fort Worth","Lone Star Pit of Fort Worth #4644","BBQ","$","3.9"
"El Paso","Big Tex Grill of El Paso #4645","Tex-Mex","$$","4.8"
"Arlington","Blue Bonnet Kitchen of Arlington #4646","Steakhouse","$$$","4.6"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #4647","Seafood","$$$$","4.9"
"Plano","Alamo Smokehouse of Plano #4648","Southern","$","3.6"
"Laredo","Pecos Table of Laredo #4649","Bistro","$$","4.6"
"Lubbock","Lone Star Pit of Lubbock #4650","BBQ","$$$","4.5"
"Garland","Big Tex Grill of Garland #4651","Tex-Mex","$$$$","4.5"
"Irving","Blue Bonnet Kitchen of Irving #4652","Steakhouse","$","4.4"
"Amarillo","Yellow Rose Taqueria of Amarillo #4653","Seafood","$$","4.4"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #4654","Southern","$$$","4.0"
"Brownsville","Pecos Table of Brownsville #4655","Bistro","$$$$","3.6"
"McKinney","Lone Star Pit of McKinney #4656","BBQ","$","5.0"
"Frisco","Big Tex Grill of Frisco #4657","Tex-Mex","$$","4.9"
"Pasadena","Blue Bonnet Kitchen of Pasadena #4658","Steakhouse","$$$","4.3"
"Mesquite","Yellow Rose Taqueria of Mesquite #4659","Seafood","$$$$","3.6"
"Austin","Alamo Smokehouse of Austin #4660","Southern","$","4.5"
"Houston","Pecos Table of Houston #4661","Bistro","$$","3.9"
"Dallas","Lone Star Pit of Dallas #4662","BBQ","$$$","4.4"
"San Antonio","Big Tex Grill of San Antonio #4663","Tex-Mex","$$$$","3.8"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #4664","Steakhouse","$","3.8"
"El Paso","Yellow Rose Taqueria of El Paso #4665","Seafood","$$","3.9"
"Arlington","Alamo Smokehouse of Arlington #4666","Southern","$$$","3.6"
"Corpus Christi","Pecos Table of Corpus Christi #4667","Bistro","$$$$","4.1"
"Plano","Lone Star Pit of Plano #4668","BBQ","$","3.6"
"Laredo","Big Tex Grill of Laredo #4669","Tex-Mex","$$","4.3"
"Lubbock","Blue Bonnet Kitchen of Lubbock #4670","Steakhouse","$$$","5.0"
"Garland","Yellow Rose Taqueria of Garland #4671","Seafood","$$$$","4.6"
"Irving","Alamo Smokehouse of Irving #4672","Southern","$","3.9"
"Amarillo","Pecos Table of Amarillo #4673","Bistro","$$","4.3"
"Grand Prairie","Lone Star Pit of Grand Prairie #4674","BBQ","$$$","4.3"
"Brownsville","Big Tex Grill of Brownsville #4675","Tex-Mex","$$$$","3.6"
"McKinney","Blue Bonnet Kitchen of McKinney #4676","Steakhouse","$","3.8"
"Frisco","Yellow Rose Taqueria of Frisco #4677","Seafood","$$","4.4"
"Pasadena","Alamo Smokehouse of Pasadena #4678","Southern","$$$","4.5"
"Mesquite","Pecos Table of Mesquite #4679","Bistro","$$$$","3.8"
"Austin","Lone Star Pit of Austin #4680","BBQ","$","3.6"
"Houston","Big Tex Grill of Houston #4681","Tex-Mex","$$","4.5"
"Dallas","Blue Bonnet Kitchen of Dallas #4682","Steakhouse","$$$","4.7"
"San Antonio","Yellow Rose Taqueria of San Antonio #4683","Seafood","$$$$","3.9"
"Fort Worth","Alamo Smokehouse of Fort Worth #4684","Southern","$","4.9"
"El Paso","Pecos Table of El Paso #4685","Bistro","$$","4.4"
"Arlington","Lone Star Pit of Arlington #4686","BBQ","$$$","4.3"
"Corpus Christi","Big Tex Grill of Corpus Christi #4687","Tex-Mex","$$$$","4.0"
"Plano","Blue Bonnet Kitchen of Plano #4688","Steakhouse","$","4.9"
"Laredo","Yellow Rose Taqueria of Laredo #4689","Seafood","$$","4.7"
"Lubbock","Alamo Smokehouse of Lubbock #4690","Southern","$$$","3.6"
"Garland","Pecos Table of Garland #4691","Bistro","$$$$","4.1"
"Irving","Lone Star Pit of Irving #4692","BBQ","$","4.8"
"Amarillo","Big Tex Grill of Amarillo #4693","Tex-Mex","$$","3.9"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #4694","Steakhouse","$$$","4.8"
"Brownsville","Yellow Rose Taqueria of Brownsville #4695","Seafood","$$$$","3.5"
"McKinney","Alamo Smokehouse of McKinney #4696","Southern","$","3.8"
"Frisco","Pecos Table of Frisco #4697","Bistro","$$","3.7"
"Pasadena","Lone Star Pit of Pasadena #4698","BBQ","$$$","5.0"
"Mesquite","Big Tex Grill of Mesquite #4699","Tex-Mex","$$$$","4.2"
"Austin","Blue Bonnet Kitchen of Austin #4700","Steakhouse","$","4.1"
"Houston","Yellow Rose Taqueria of Houston #4701","Seafood","$$","4.4"
"Dallas","Alamo Smokehouse of Dallas #4702","Southern","$$$","4.4"
"San Antonio","Pecos Table of San Antonio #4703","Bistro","$$$$","4.3"
"Fort Worth","Lone Star Pit of Fort Worth #4704","BBQ","$","4.3"
"El Paso","Big Tex Grill of El Paso #4705","Tex-Mex","$$","3.9"
"Arlington","Blue Bonnet Kitchen of Arlington #4706","Steakhouse","$$$","4.0"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #4707","Seafood","$$$$","4.1"
"Plano","Alamo Smokehouse of Plano #4708","Southern","$","3.7"
"Laredo","Pecos Table of Laredo #4709","Bistro","$$","4.1"
"Lubbock","Lone Star Pit of Lubbock #4710","BBQ","$$$","3.8"
"Garland","Big Tex Grill of Garland #4711","Tex-Mex","$$$$","3.7"
"Irving","Blue Bonnet Kitchen of Irving #4712","Steakhouse","$","4.2"
"Amarillo","Yellow Rose Taqueria of Amarillo #4713","Seafood","$$","4.8"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #4714","Southern","$$$","4.6"
"Brownsville","Pecos Table of Brownsville #4715","Bistro","$$$$","4.4"
"McKinney","Lone Star Pit of McKinney #4716","BBQ","$","4.6"
"Frisco","Big Tex Grill of Frisco #4717","Tex-Mex","$$","3.8"
"Pasadena","Blue Bonnet Kitchen of Pasadena #4718","Steakhouse","$$$","4.0"
"Mesquite","Yellow Rose Taqueria of Mesquite #4719","Seafood","$$$$","4.8"
"Austin","Alamo Smokehouse of Austin #4720","Southern","$","3.7"
"Houston","Pecos Table of Houston #4721","Bistro","$$","4.2"
"Dallas","Lone Star Pit of Dallas #4722","BBQ","$$$","3.5"
"San Antonio","Big Tex Grill of San Antonio #4723","Tex-Mex","$$$$","3.6"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #4724","Steakhouse","$","4.1"
"El Paso","Yellow Rose Taqueria of El Paso #4725","Seafood","$$","3.5"
"Arlington","Alamo Smokehouse of Arlington #4726","Southern","$$$","4.4"
"Corpus Christi","Pecos Table of Corpus Christi #4727","Bistro","$$$$","4.5"
"Plano","Lone Star Pit of Plano #4728","BBQ","$","3.8"
"Laredo","Big Tex Grill of Laredo #4729","Tex-Mex","$$","4.3"
"Lubbock","Blue Bonnet Kitchen of Lubbock #4730","Steakhouse","$$$","3.8"
"Garland","Yellow Rose Taqueria of Garland #4731","Seafood","$$$$","4.5"
"Irving","Alamo Smokehouse of Irving #4732","Southern","$","4.2"
"Amarillo","Pecos Table of Amarillo #4733","Bistro","$$","4.1"
"Grand Prairie","Lone Star Pit of Grand Prairie #4734","BBQ","$$$","3.6"
"Brownsville","Big Tex Grill of Brownsville #4735","Tex-Mex","$$$$","4.3"
"McKinney","Blue Bonnet Kitchen of McKinney #4736","Steakhouse","$","4.8"
"Frisco","Yellow Rose Taqueria of Frisco #4737","Seafood","$$","4.3"
"Pasadena","Alamo Smokehouse of Pasadena #4738","Southern","$$$","4.0"
"Mesquite","Pecos Table of Mesquite #4739","Bistro","$$$$","4.5"
"Austin","Lone Star Pit of Austin #4740","BBQ","$","4.6"
"Houston","Big Tex Grill of Houston #4741","Tex-Mex","$$","3.7"
"Dallas","Blue Bonnet Kitchen of Dallas #4742","Steakhouse","$$$","4.0"
"San Antonio","Yellow Rose Taqueria of San Antonio #4743","Seafood","$$$$","3.7"
"Fort Worth","Alamo Smokehouse of Fort Worth #4744","Southern","$","4.3"
"El Paso","Pecos Table of El Paso #4745","Bistro","$$","4.4"
"Arlington","Lone Star Pit of Arlington #4746","BBQ","$$$","4.5"
"Corpus Christi","Big Tex Grill of Corpus Christi #4747","Tex-Mex","$$$$","4.5"
"Plano","Blue Bonnet Kitchen of Plano #4748","Steakhouse","$","4.8"
"Laredo","Yellow Rose Taqueria of Laredo #4749","Seafood","$$","4.7"
"Lubbock","Alamo Smokehouse of Lubbock #4750","Southern","$$$","4.1"
"Garland","Pecos Table of Garland #4751","Bistro","$$$$","3.5"
"Irving","Lone Star Pit of Irving #4752","BBQ","$","4.6"
"Amarillo","Big Tex Grill of Amarillo #4753","Tex-Mex","$$","4.8"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #4754","Steakhouse","$$$","4.2"
"Brownsville","Yellow Rose Taqueria of Brownsville #4755","Seafood","$$$$","4.4"
"McKinney","Alamo Smokehouse of McKinney #4756","Southern","$","3.6"
"Frisco","Pecos Table of Frisco #4757","Bistro","$$","4.8"
"Pasadena","Lone Star Pit of Pasadena #4758","BBQ","$$$","3.5"
"Mesquite","Big Tex Grill of Mesquite #4759","Tex-Mex","$$$$","4.8"
"Austin","Blue Bonnet Kitchen of Austin #4760","Steakhouse","$","3.7"
"Houston","Yellow Rose Taqueria of Houston #4761","Seafood","$$","4.8"
"Dallas","Alamo Smokehouse of Dallas #4762","Southern","$$$","4.7"
"San Antonio","Pecos Table of San Antonio #4763","Bistro","$$$$","4.9"
"Fort Worth","Lone Star Pit of Fort Worth #4764","BBQ","$","3.7"
"El Paso","Big Tex Grill of El Paso #4765","Tex-Mex","$$","4.4"
"Arlington","Blue Bonnet Kitchen of Arlington #4766","Steakhouse","$$$","4.5"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #4767","Seafood","$$$$","4.5"
"Plano","Alamo Smokehouse of Plano #4768","Southern","$","3.8"
"Laredo","Pecos Table of Laredo #4769","Bistro","$$","3.6"
"Lubbock","Lone Star Pit of Lubbock #4770","BBQ","$$$","3.6"
"Garland","Big Tex Grill of Garland #4771","Tex-Mex","$$$$","4.2"
"Irving","Blue Bonnet Kitchen of Irving #4772","Steakhouse","$","4.1"
"Amarillo","Yellow Rose Taqueria of Amarillo #4773","Seafood","$$","3.7"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #4774","Southern","$$$","4.9"
"Brownsville","Pecos Table of Brownsville #4775","Bistro","$$$$","4.1"
"McKinney","Lone Star Pit of McKinney #4776","BBQ","$","4.0"
"Frisco","Big Tex Grill of Frisco #4777","Tex-Mex","$$","4.4"
"Pasadena","Blue Bonnet Kitchen of Pasadena #4778","Steakhouse","$$$","4.7"
"Mesquite","Yellow Rose Taqueria of Mesquite #4779","Seafood","$$$$","4.8"
"Austin","Alamo Smokehouse of Austin #4780","Southern","$","4.9"
"Houston","Pecos Table of Houston #4781","Bistro","$$","4.1"
"Dallas","Lone Star Pit of Dallas #4782","BBQ","$$$","4.3"
"San Antonio","Big Tex Grill of San Antonio #4783","Tex-Mex","$$$$","4.0"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #4784","Steakhouse","$","4.3"
"El Paso","Yellow Rose Taqueria of El Paso #4785","Seafood","$$","4.5"
"Arlington","Alamo Smokehouse of Arlington #4786","Southern","$$$","4.1"
"Corpus Christi","Pecos Table of Corpus Christi #4787","Bistro","$$$$","3.8"
"Plano","Lone Star Pit of Plano #4788","BBQ","$","4.5"
"Laredo","Big Tex Grill of Laredo #4789","Tex-Mex","$$","4.9"
"Lubbock","Blue Bonnet Kitchen of Lubbock #4790","Steakhouse","$$$","4.7"
"Garland","Yellow Rose Taqueria of Garland #4791","Seafood","$$$$","4.4"
"Irving","Alamo Smokehouse of Irving #4792","Southern","$","4.4"
"Amarillo","Pecos Table of Amarillo #4793","Bistro","$$","3.9"
"Grand Prairie","Lone Star Pit of Grand Prairie #4794","BBQ","$$$","4.7"
"Brownsville","Big Tex Grill of Brownsville #4795","Tex-Mex","$$$$","4.4"
"McKinney","Blue Bonnet Kitchen of McKinney #4796","Steakhouse","$","4.7"
"Frisco","Yellow Rose Taqueria of Frisco #4797","Seafood","$$","4.8"
"Pasadena","Alamo Smokehouse of Pasadena #4798","Southern","$$$","4.2"
"Mesquite","Pecos Table of Mesquite #4799","Bistro","$$$$","4.5"
"Austin","Lone Star Pit of Austin #4800","BBQ","$","4.0"
"Houston","Big Tex Grill of Houston #4801","Tex-Mex","$$","4.7"
"Dallas","Blue Bonnet Kitchen of Dallas #4802","Steakhouse","$$$","4.7"
"San Antonio","Yellow Rose Taqueria of San Antonio #4803","Seafood","$$$$","4.7"
"Fort Worth","Alamo Smokehouse of Fort Worth #4804","Southern","$","3.6"
"El Paso","Pecos Table of El Paso #4805","Bistro","$$","3.5"
"Arlington","Lone Star Pit of Arlington #4806","BBQ","$$$","3.8"
"Corpus Christi","Big Tex Grill of Corpus Christi #4807","Tex-Mex","$$$$","4.6"
"Plano","Blue Bonnet Kitchen of Plano #4808","Steakhouse","$","5.0"
"Laredo","Yellow Rose Taqueria of Laredo #4809","Seafood","$$","4.5"
"Lubbock","Alamo Smokehouse of Lubbock #4810","Southern","$$$","4.4"
"Garland","Pecos Table of Garland #4811","Bistro","$$$$","3.6"
"Irving","Lone Star Pit of Irving #4812","BBQ","$","4.1"
"Amarillo","Big Tex Grill of Amarillo #4813","Tex-Mex","$$","4.7"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #4814","Steakhouse","$$$","4.6"
"Brownsville","Yellow Rose Taqueria of Brownsville #4815","Seafood","$$$$","4.1"
"McKinney","Alamo Smokehouse of McKinney #4816","Southern","$","3.9"
"Frisco","Pecos Table of Frisco #4817","Bistro","$$","4.0"
"Pasadena","Lone Star Pit of Pasadena #4818","BBQ","$$$","4.0"
"Mesquite","Big Tex Grill of Mesquite #4819","Tex-Mex","$$$$","3.5"
"Austin","Blue Bonnet Kitchen of Austin #4820","Steakhouse","$","3.6"
"Houston","Yellow Rose Taqueria of Houston #4821","Seafood","$$","4.1"
"Dallas","Alamo Smokehouse of Dallas #4822","Southern","$$$","3.9"
"San Antonio","Pecos Table of San Antonio #4823","Bistro","$$$$","4.4"
"Fort Worth","Lone Star Pit of Fort Worth #4824","BBQ","$","4.1"
"El Paso","Big Tex Grill of El Paso #4825","Tex-Mex","$$","4.3"
"Arlington","Blue Bonnet Kitchen of Arlington #4826","Steakhouse","$$$","3.7"
"Corpus Christi","Yellow Rose Taqueria of Corpus Christi #4827","Seafood","$$$$","3.9"
"Plano","Alamo Smokehouse of Plano #4828","Southern","$","3.8"
"Laredo","Pecos Table of Laredo #4829","Bistro","$$","4.2"
"Lubbock","Lone Star Pit of Lubbock #4830","BBQ","$$$","4.6"
"Garland","Big Tex Grill of Garland #4831","Tex-Mex","$$$$","4.2"
"Irving","Blue Bonnet Kitchen of Irving #4832","Steakhouse","$","4.5"
"Amarillo","Yellow Rose Taqueria of Amarillo #4833","Seafood","$$","4.3"
"Grand Prairie","Alamo Smokehouse of Grand Prairie #4834","Southern","$$$","4.2"
"Brownsville","Pecos Table of Brownsville #4835","Bistro","$$$$","4.3"
"McKinney","Lone Star Pit of McKinney #4836","BBQ","$","4.9"
"Frisco","Big Tex Grill of Frisco #4837","Tex-Mex","$$","4.0"
"Pasadena","Blue Bonnet Kitchen of Pasadena #4838","Steakhouse","$$$","3.6"
"Mesquite","Yellow Rose Taqueria of Mesquite #4839","Seafood","$$$$","4.3"
"Austin","Alamo Smokehouse of Austin #4840","Southern","$","4.4"
"Houston","Pecos Table of Houston #4841","Bistro","$$","3.9"
"Dallas","Lone Star Pit of Dallas #4842","BBQ","$$$","4.2"
"San Antonio","Big Tex Grill of San Antonio #4843","Tex-Mex","$$$$","4.4"
"Fort Worth","Blue Bonnet Kitchen of Fort Worth #4844","Steakhouse","$","5.0"
"El Paso","Yellow Rose Taqueria of El Paso #4845","Seafood","$$","4.1"
"Arlington","Alamo Smokehouse of Arlington #4846","Southern","$$$","4.8"
"Corpus Christi","Pecos Table of Corpus Christi #4847","Bistro","$$$$","3.6"
"Plano","Lone Star Pit of Plano #4848","BBQ","$","3.5"
"Laredo","Big Tex Grill of Laredo #4849","Tex-Mex","$$","4.4"
"Lubbock","Blue Bonnet Kitchen of Lubbock #4850","Steakhouse","$$$","4.9"
"Garland","Yellow Rose Taqueria of Garland #4851","Seafood","$$$$","4.5"
"Irving","Alamo Smokehouse of Irving #4852","Southern","$","4.7"
"Amarillo","Pecos Table of Amarillo #4853","Bistro","$$","3.9"
"Grand Prairie","Lone Star Pit of Grand Prairie #4854","BBQ","$$$","4.4"
"Brownsville","Big Tex Grill of Brownsville #4855","Tex-Mex","$$$$","4.6"
"McKinney","Blue Bonnet Kitchen of McKinney #4856","Steakhouse","$","4.9"
"Frisco","Yellow Rose Taqueria of Frisco #4857","Seafood","$$","4.5"
"Pasadena","Alamo Smokehouse of Pasadena #4858","Southern","$$$","4.8"
"Mesquite","Pecos Table of Mesquite #4859","Bistro","$$$$","4.7"
"Austin","Lone Star Pit of Austin #4860","BBQ","$","4.3"
"Houston","Big Tex Grill of Houston #4861","Tex-Mex","$$","3.5"
"Dallas","Blue Bonnet Kitchen of Dallas #4862","Steakhouse","$$$","4.6"
"San Antonio","Yellow Rose Taqueria of San Antonio #4863","Seafood","$$$$","4.4"
"Fort Worth","Alamo Smokehouse of Fort Worth #4864","Southern","$","3.7"
"El Paso","Pecos Table of El Paso #4865","Bistro","$$","4.0"
"Arlington","Lone Star Pit of Arlington #4866","BBQ","$$$","4.4"
"Corpus Christi","Big Tex Grill of Corpus Christi #4867","Tex-Mex","$$$$","4.3"
"Plano","Blue Bonnet Kitchen of Plano #4868","Steakhouse","$","4.4"
"Laredo","Yellow Rose Taqueria of Laredo #4869","Seafood","$$","3.9"
"Lubbock","Alamo Smokehouse of Lubbock #4870","Southern","$$$","4.7"
"Garland","Pecos Table of Garland #4871","Bistro","$$$$","4.4"
"Irving","Lone Star Pit of Irving #4872","BBQ","$","4.3"
"Amarillo","Big Tex Grill of Amarillo #4873","Tex-Mex","$$","4.4"
"Grand Prairie","Blue Bonnet Kitchen of Grand Prairie #4874","Steakhouse","$$$","4.1"
"Brownsville","Yellow Rose Taqueria of Brownsville #4875","Seafood","$$$$","4.1"
"McKinney","Alamo Smokehouse of McKinney #4876","Southern","$","4.8"
"Frisco","Pecos Table of Frisco #4877","Bistro","$$","4.2"
"Pasadena","Lone Star Pit of Pasadena #4878","BBQ","$$$","4.9"
"Mesquite","Big Tex Grill of Mesquite #4879","Tex-Mex","$$$$","3.8"
"Austin","Blue Bonnet Kitchen of Austin #4880","Steakhouse","$","4.7"
"Houston","Yellow Rose Taqueria of Houston #4881","Seafood","$$","3.8"
"Dallas","Alamo Smokehouse of Dallas #4882","Southern","$$$","4.2"
"San Antonio","Pecos Table of San Antonio #4883","Bistro","$$$$","4.9"
"Fort Worth","Lone Star Pit of Fort Worth #4884","BBQ","$","5.0"
"El Paso","Big Tex Grill of El Paso #4885","Tex-Mex","$$","4.1"
"Arlington","Blue Bonnet Kitchen of Arlington #4886","Steakhouse","$$$","4.1"
